pos,pos_group,token_str,term_str
RBR,RB,less,less
JJ,JJ,secure,secure
VBN,VB,compared,compared
TO,TO,to,to
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
DT,DT,This,this
VBZ,VB,is,is
IN,IN,because,because
DT,DT,the,the
JJ,JJ,private,private
NN,NN,blockchain,blockchain
VBZ,VB,operates,operates
IN,IN,within,within
DT,DT,a,a
JJ,JJ,closed,closed
NN,NN,network,network
CC,CC,and,and
VBZ,VB,is,is
RBR,RB,more,more
JJ,JJ,centralized,centralized
IN,IN,than,than
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
IN,IN,As,as
DT,DT,a,a
NN,NN,result,result
PRP,PR,it,it
VBZ,VB,is,is
RBR,RB,more,more
JJ,JJ,vulnerable,vulnerable
TO,TO,to,to
NNS,NN,attacks,attacks
IN,IN,by,by
NNS,NN,hackers,hackers
CC,CC,and,and
JJ,JJ,other,other
JJ,JJ,malicious,malicious
NNS,NN,actors,actors
DT,DT,Another,another
NN,NN,demerit,demerit
VBZ,VB,is,is
IN,IN,that,that
JJ,JJ,private,private
NNS,NN,blockchains,blockchains
VBP,VB,are,are
RBR,RB,less,less
JJ,JJ,decentralized,decentralized
VBN,VB,compared,compared
TO,TO,to,to
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
VBG,VB,Achieving,achieving
NN,NN,trust,trust
IN,IN,in,in
DT,DT,a,a
JJ,JJ,private,private
NN,NN,blockchain,blockchain
MD,MD,can,can
VB,VB,be,be
JJ,JJ,difficult,difficult
IN,IN,as,as
DT,DT,a,a
NN,NN,result,result
IN,IN,As,as
JJ,JJ,such,such
JJ,JJ,private,private
NNS,NN,blockchains,blockchains
VBP,VB,are,are
RB,RB,not,not
JJ,JJ,suitable,suitable
IN,IN,for,for
NN,NN,use,use
NNS,NN,cases,cases
WDT,WD,that,that
VBP,VB,require,require
DT,DT,a,a
JJ,JJ,high,high
NN,NN,level,level
IN,IN,of,of
NN,NN,security,security
CC,CC,and,and
NN,NN,trust,trust
IN,IN,Despite,despite
DT,DT,these,these
NNS,NN,demerits,demerits
JJ,JJ,private,private
NNS,NN,blockchains,blockchains
VBP,VB,remain,remain
DT,DT,a,a
JJ,JJ,valuable,valuable
NN,NN,tool,tool
IN,IN,for,for
NNS,NN,businesses,businesses
CC,CC,and,and
NNS,NN,organizations,organizations
WDT,WD,that,that
VBP,VB,require,require
DT,DT,a,a
JJ,JJ,closed,closed
NN,NN,blockchain,blockchain
NN,NN,network,network
IN,IN,for,for
JJ,JJ,internal,internal
NN,NN,use,use
NNS,NN,cases,cases
NN,NN,Consortium,consortium
NN,NN,blockchain,blockchain
RB,RB,also,also
VBN,VB,known,known
IN,IN,as,as
JJ,JJ,federated,federated
NN,NN,blockchain,blockchain
VBZ,VB,is,is
JJ,JJ,ideal,ideal
IN,IN,for,for
NNS,NN,organizations,organizations
WDT,WD,that,that
VBP,VB,require,require
DT,DT,both,both
JJ,JJ,public,public
CC,CC,and,and
JJ,JJ,private,private
NNS,NN,blockchains,blockchains
IN,IN,In,in
DT,DT,this,this
NN,NN,type,type
JJ,JJ,multiple,multiple
NNS,NN,organizations,organizations
VBP,VB,are,are
VBN,VB,involved,involved
CC,CC,and,and
JJ,JJ,responsible,responsible
IN,IN,for,for
VBG,VB,providing,providing
NN,NN,access,access
TO,TO,to,to
JJ,JJ,specific,specific
NNS,NN,nodes,nodes
IN,IN,for,for
NN,NN,reading,reading
NN,NN,writing,writing
CC,CC,and,and
VBG,VB,auditing,auditing
DT,DT,the,the
NN,NN,blockchain,blockchain
IN,IN,As,as
EX,EX,there,there
VBZ,VB,is,is
DT,DT,no,no
JJ,JJ,single,single
NN,NN,authority,authority
VBG,VB,governing,governing
DT,DT,the,the
NN,NN,control,control
PRP,PR,it,it
VBZ,VB,is,is
RB,RB,partially,partially
VBN,VB,decentralized,decentralized
PRP,PR,It,it
VBZ,VB,falls,falls
IN,IN,between,between
RB,RB,fully,fully
JJ,JJ,public,public
RB,RB,fully,fully
VBN,VB,decentralized,decentralized
CC,CC,and,and
JJ,JJ,private,private
RB,RB,fully,fully
VBN,VB,centralized,centralized
NN,NN,blockchain,blockchain
NNS,NN,networks,networks
NN,NN,Consortium,consortium
NN,NN,blockchain,blockchain
VBZ,VB,has,has
VBN,VB,been,been
VBG,VB,gaining,gaining
NN,NN,popularity,popularity
IN,IN,among,among
NNS,NN,organizations,organizations
JJ,JJ,due,due
TO,TO,to,to
PRP$,PR,its,its
JJ,JJ,unique,unique
NNS,NN,benefits,benefits
CD,CD,One,one
IN,IN,of,of
DT,DT,the,the
RBS,RB,most,most
JJ,JJ,significant,significant
NNS,NN,advantages,advantages
VBZ,VB,is,is
IN,IN,that,that
PRP,PR,it,it
VBZ,VB,is,is
RB,RB,best,best
VBN,VB,suited,suited
IN,IN,for,for
NN,NN,collaboration,collaboration
IN,IN,between,between
NNS,NN,organizations,organizations
NN,NN,Consortium,consortium
NN,NN,blockchain,blockchain
VBZ,VB,is,is
VBN,VB,designed,designed
TO,TO,to,to
VB,VB,allow,allow
JJ,JJ,multiple,multiple
NNS,NN,organizations,organizations
TO,TO,to,to
VB,VB,work,work
RB,RB,together,together
IN,IN,on,on
DT,DT,a,a
VBN,VB,shared,shared
NN,NN,blockchain,blockchain
NN,NN,network,network
IN,IN,while,while
VBG,VB,maintaining,maintaining
PRP$,PR,their,their
NN,NN,privacy,privacy
CC,CC,and,and
NN,NN,confidentiality,confidentiality
DT,DT,Another,another
NN,NN,benefit,benefit
VBZ,VB,is,is
PRP$,PR,its,its
NN,NN,scalability,scalability
CC,CC,and,and
JJ,JJ,high,high
NN,NN,level,level
IN,IN,of,of
NN,NN,security,security
WDT,WD,which,which
VBZ,VB,makes,makes
PRP,PR,it,it
DT,DT,a,a
JJR,JJ,better,better
NN,NN,choice,choice
IN,IN,over,over
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
RB,RB,Furthermore,furthermore
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
VBP,VB,are,are
RB,RB,much,much
RBR,RB,more,more
JJ,JJ,efficient,efficient
IN,IN,than,than
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
VBG,VB,making,making
PRP,PR,them,them
VB,VB,ideal,ideal
IN,IN,for,for
NN,NN,use,use
NNS,NN,cases,cases
WDT,WD,that,that
VBP,VB,require,require
JJ,JJ,high,high
NN,NN,transaction,transaction
NNS,NN,speeds,speeds
RB,RB,Additionally,additionally
NNS,NN,organizations,organizations
VBG,VB,using,using
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
MD,MD,can,can
VB,VB,have,have
JJR,JJ,better,better
NN,NN,customizability,customizability
CC,CC,and,and
NN,NN,control,control
IN,IN,over,over
NNS,NN,resources,resources
VBG,VB,enabling,enabling
PRP,PR,them,them
TO,TO,to,to
VB,VB,tailor,tailor
DT,DT,the,the
NN,NN,blockchain,blockchain
TO,TO,to,to
PRP$,PR,their,their
JJ,JJ,specific,specific
NNS,NN,needs,needs
DT,DT,All,all
IN,IN,of,of
DT,DT,these,these
NNS,NN,advantages,advantages
VBP,VB,make,make
NN,NN,consortium,consortium
VBZ,VB,blockchains,blockchains
DT,DT,an,an
JJ,JJ,excellent,excellent
NN,NN,choice,choice
IN,IN,for,for
NNS,NN,organizations,organizations
VBG,VB,looking,looking
TO,TO,to,to
VB,VB,collaborate,collaborate
CC,CC,and,and
NN,NN,share,share
NN,NN,information,information
IN,IN,in,in
DT,DT,a,a
NN,NN,secure,secure
NN,NN,efficient,efficient
CC,CC,and,and
JJ,JJ,customizable,customizable
NN,NN,manner,manner
IN,IN,While,while
NNP,NN,Consortium,consortium
VBZ,VB,blockchains,blockchains
VBP,VB,offer,offer
NNS,NN,advantages,advantages
JJ,JJ,such,such
IN,IN,as,as
NN,NN,scalability,scalability
NN,NN,security,security
CC,CC,and,and
NN,NN,customizability,customizability
EX,EX,there,there
VBP,VB,are,are
RB,RB,also,also
DT,DT,some,some
NNS,NN,drawbacks,drawbacks
TO,TO,to,to
VB,VB,consider,consider
CD,CD,One,one
NN,NN,disadvantage,disadvantage
VBZ,VB,is,is
IN,IN,that,that
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
MD,MD,may,may
VB,VB,be,be
JJR,JJ,less,less
JJ,JJ,transparent,transparent
IN,IN,than,than
JJ,JJ,other,other
NNS,NN,types,types
IN,IN,of,of
NNS,NN,blockchains,blockchains
DT,DT,This,this
VBZ,VB,is,is
RB,RB,because,because
NN,NN,access,access
TO,TO,to,to
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,network,network
VBZ,VB,is,is
VBN,VB,restricted,restricted
TO,TO,to,to
VBN,VB,selected,selected
NNS,NN,participants,participants
CC,CC,and,and
DT,DT,the,the
NN,NN,information,information
VBN,VB,contained,contained
IN,IN,in,in
DT,DT,the,the
NN,NN,blockchain,blockchain
MD,MD,may,may
RB,RB,not,not
VB,VB,be,be
JJ,JJ,visible,visible
TO,TO,to,to
NN,NN,everyone,everyone
DT,DT,Another,another
NN,NN,drawback,drawback
VBZ,VB,is,is
IN,IN,that,that
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
MD,MD,may,may
VB,VB,be,be
RBR,RB,less,less
JJ,JJ,anonymous,anonymous
IN,IN,than,than
JJ,JJ,other,other
NNS,NN,blockchains,blockchains
IN,IN,as,as
DT,DT,the,the
NNS,NN,participants,participants
IN,IN,in,in
DT,DT,the,the
NN,NN,network,network
VBP,VB,are,are
JJ,JJ,pre-selected,preselected
CC,CC,and,and
VBN,VB,known,known
TO,TO,to,to
DT,DT,each,each
JJ,JJ,other,other
RB,RB,Therefore,therefore
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
MD,MD,may,may
RB,RB,not,not
VB,VB,be,be
DT,DT,the,the
JJS,JJ,best,best
NN,NN,option,option
IN,IN,for,for
NN,NN,use,use
NNS,NN,cases,cases
WRB,WR,where,where
NN,NN,anonymity,anonymity
VBZ,VB,is,is
DT,DT,a,a
JJ,JJ,critical,critical
NN,NN,requirement,requirement
NNS,NN,presents,presents
DT,DT,a,a
NN,NN,summary,summary
IN,IN,of,of
DT,DT,the,the
NN,NN,functioning,functioning
IN,IN,of,of
CD,CD,three,three
JJ,JJ,distinct,distinct
NNS,NN,types,types
NN,NN,public,public
JJ,JJ,private,private
CC,CC,and,and
NN,NN,consortium,consortium
JJ,JJ,Public,public
NNS,NN,blockchains,blockchains
VBP,VB,are,are
JJ,JJ,open,open
TO,TO,to,to
DT,DT,all,all
CC,CC,and,and
NN,NN,permissionless,permissionless
VBG,VB,allowing,allowing
IN,IN,for,for
VBN,VB,decentralized,decentralized
NN,NN,governance,governance
CC,CC,and,and
NN,NN,consensus,consensus
NNS,NN,mechanisms,mechanisms
JJ,JJ,such,such
IN,IN,as,as
NN,NN,proof,proof
IN,IN,of,of
NN,NN,work,work
CC,CC,and,and
NN,NN,proof,proof
IN,IN,of,of
NN,NN,stake,stake
IN,IN,While,while
PRP,PR,they,they
VBP,VB,offer,offer
JJ,JJ,high,high
NN,NN,security,security
PRP,PR,they,they
VBP,VB,have,have
VBN,VB,limited,limited
NN,NN,scalability,scalability
CC,CC,and,and
VBP,VB,are,are
RB,RB,generally,generally
JJR,JJ,slower,slower
IN,IN,in,in
NNS,NN,terms,terms
IN,IN,of,of
NN,NN,efficiency,efficiency
JJ,JJ,Private,private
NNS,NN,blockchains,blockchains
IN,IN,on,on
DT,DT,the,the
JJ,JJ,other,other
NN,NN,hand,hand
VBP,VB,are,are
VBN,VB,restricted,restricted
TO,TO,to,to
VBN,VB,authorized,authorized
NNS,NN,users,users
CC,CC,and,and
VB,VB,offer,offer
JJR,JJ,better,better
NN,NN,efficiency,efficiency
CC,CC,and,and
NN,NN,scalability,scalability
NNS,NN,thanks,thanks
TO,TO,to,to
PRP$,PR,their,their
VBN,VB,permissioned,permissioned
NN,NN,governance,governance
CC,CC,and,and
NN,NN,consensus,consensus
NNS,NN,mechanisms,mechanisms
NN,NN,Consortium,consortium
VBZ,VB,blockchains,blockchains
VBP,VB,offer,offer
VBN,VB,shared,shared
NN,NN,control,control
IN,IN,among,among
JJ,JJ,authorized,authorized
NNS,NN,participants,participants
VBG,VB,allowing,allowing
IN,IN,for,for
JJ,JJ,collaborative,collaborative
NNS,NN,projects,projects
IN,IN,between,between
NNS,NN,organizations,organizations
PRP,PR,They,they
RB,RB,also,also
VBP,VB,offer,offer
JJR,JJ,better,better
NN,NN,efficiency,efficiency
CC,CC,and,and
NN,NN,scalability,scalability
IN,IN,than,than
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
IN,IN,while,while
RB,RB,still,still
VBG,VB,maintaining,maintaining
JJ,JJ,high,high
NN,NN,security,security
DT,DT,The,the
NN,NN,use,use
NNS,NN,cases,cases
IN,IN,for,for
DT,DT,each,each
NN,NN,type,type
IN,IN,of,of
NN,NN,blockchain,blockchain
VBP,VB,include,include
NN,NN,cryptocurrency,cryptocurrency
CC,CC,and,and
VBN,VB,decentralized,decentralized
NN,NN,apps,apps
IN,IN,for,for
JJ,JJ,public,public
NNS,NN,blockchains,blockchains
JJ,JJ,internal,internal
NN,NN,enterprise,enterprise
NN,NN,use,use
IN,IN,for,for
JJ,JJ,private,private
NNS,NN,blockchains,blockchains
CC,CC,and,and
JJ,JJ,collaborative,collaborative
NNS,NN,projects,projects
IN,IN,between,between
NNS,NN,organizations,organizations
IN,IN,for,for
NN,NN,consortium,consortium
NNS,NN,blockchains,blockchains
NNP,NN,Blockchain,blockchain
NN,NN,security,security
VBZ,VB,encompasses,encompasses
NNS,NN,strategies,strategies
NNS,NN,protocols,protocols
CC,CC,and,and
NNS,NN,mechanisms,mechanisms
WDT,WD,that,that
VBP,VB,protect,protect
IN,IN,against,against
JJ,JJ,unauthorized,unauthorized
NN,NN,access,access
NN,NN,data,data
NNS,NN,breaches,breaches
CC,CC,and,and
JJ,JJ,malicious,malicious
NNS,NN,actions,actions
JJ,JJ,Key,key
NN,NN,focus,focus
NNS,NN,areas,areas
VBP,VB,include,include
NN,NN,integrity,integrity
NN,NN,confidentiality,confidentiality
CC,CC,and,and
NN,NN,network,network
NN,NN,availability,availability
NN,NN,Security,security
NNS,NN,measures,measures
VBP,VB,counter,counter
JJ,JJ,various,various
NNS,NN,attacks,attacks
VBG,VB,ensuring,ensuring
DT,DT,the,the
NN,NN,trustworthiness,trustworthiness
IN,IN,of,of
NN,NN,blockchain,blockchain
NNS,NN,data,data
PRP,PR,We,we
VBP,VB,have,have
RB,RB,also,also
VBN,VB,summarized,summarized
IN,IN,in,in
NNP,NN,Blockchain,blockchain
NN,NN,technology,technology
NN,NN,s,s
JJ,JJ,remarkable,remarkable
NN,NN,security,security
VBZ,VB,stems,stems
IN,IN,from,from
PRP$,PR,its,its
NN,NN,capability,capability
TO,TO,to,to
VB,VB,safeguard,safeguard
NN,NN,information,information
NNS,NN,interactions,interactions
IN,IN,from,from
JJ,JJ,human,human
NN,NN,intervention,intervention
IN,IN,through,through
VBN,VB,decentralized,decentralized
NNS,NN,operations,operations
NN,NN,consensus,consensus
NNS,NN,mechanisms,mechanisms
CC,CC,and,and
NN,NN,immutability,immutability
NNP,NN,Blockchain,blockchain
VBZ,VB,operates,operates
IN,IN,on,on
DT,DT,a,a
VBN,VB,decentralized,decentralized
NN,NN,network,network
IN,IN,of,of
NNS,NN,nodes,nodes
VBG,VB,ensuring,ensuring
DT,DT,no,no
JJ,JJ,single,single
NN,NN,entity,entity
VBZ,VB,has,has
JJ,JJ,full,full
NN,NN,control,control
IN,IN,over,over
DT,DT,the,the
NNS,NN,data,data
NNP,NN,Consensus,consensus
MD,MD,mechanisms,mechanisms
VB,VB,require,require
NN,NN,agreement,agreement
IN,IN,among,among
NNS,NN,participants,participants
IN,IN,for,for
NNS,NN,data,data
NN,NN,validity,validity
VBG,VB,preventing,preventing
JJ,JJ,malicious,malicious
NN,NN,intervention,intervention
RB,RB,Once,once
NNS,NN,data,data
VBZ,VB,is,is
VBN,VB,recorded,recorded
IN,IN,on,on
DT,DT,the,the
NN,NN,blockchain,blockchain
PRP,PR,it,it
VBZ,VB,becomes,becomes
JJ,JJ,tamper-proof,tamperproof
CC,CC,and,and
JJ,JJ,immutable,immutable
JJ,JJ,due,due
TO,TO,to,to
JJ,JJ,cryptographic,cryptographic
NNS,NN,links,links
NNS,NN,Participants,participants
JJ,JJ,private,private
NNS,NN,keys,keys
VBP,VB,secure,secure
PRP$,PR,their,their
NNS,NN,data,data
VBG,VB,authorizing,authorizing
NNS,NN,transactions,transactions
CC,CC,and,and
VBG,VB,safeguarding,safeguarding
IN,IN,against,against
JJ,JJ,unauthorized,unauthorized
NN,NN,access,access
NNP,NN,Blockchain,blockchain
NN,NN,s,s
NN,NN,transparency,transparency
VBZ,VB,enables,enables
VBG,VB,auditing,auditing
CC,CC,and,and
JJ,JJ,immediate,immediate
NN,NN,detection,detection
IN,IN,of,of
JJ,JJ,unauthorized,unauthorized
NN,NN,intervention,intervention
VBG,VB,enhancing,enhancing
NN,NN,trust,trust
CC,CC,and,and
NNS,NN,data,data
NN,NN,integrity,integrity
JJ,JJ,Overall,overall
VB,VB,blockchain,blockchain
NN,NN,s,s
JJ,JJ,inherent,inherent
NNS,NN,features,features
VB,VB,ensure,ensure
NN,NN,secure,secure
CC,CC,and,and
JJ,JJ,trustworthy,trustworthy
NN,NN,information,information
NNS,NN,interactions,interactions
NNS,NN,Participants,participants
IN,IN,in,in
NN,NN,blockchain,blockchain
NNS,NN,interactions,interactions
VBP,VB,play,play
DT,DT,a,a
JJ,JJ,vital,vital
NN,NN,role,role
IN,IN,in,in
VBG,VB,ensuring,ensuring
JJ,JJ,effective,effective
NN,NN,information,information
NN,NN,security,security
IN,IN,by,by
VBG,VB,safeguarding,safeguarding
PRP$,PR,their,their
JJ,JJ,private,private
NNS,NN,keys,keys
TO,TO,To,to
VB,VB,delve,delve
JJR,JJ,deeper,deeper
IN,IN,into,into
PRP$,PR,its,its
NN,NN,security,security
NNS,NN,aspects,aspects
DT,DT,this,this
NN,NN,section,section
MD,MD,will,will
VB,VB,provide,provide
DT,DT,a,a
NN,NN,concise,concise
NN,NN,explanation,explanation
IN,IN,of,of
JJ,JJ,various,various
NN,NN,attack,attack
NNS,NN,types,types
CC,CC,and,and
DT,DT,the,the
NNS,NN,tactics,tactics
VBN,VB,employed,employed
IN,IN,by,by
DT,DT,both,both
JJS,JJ,honest,honest
NNS,NN,miners,miners
CC,CC,and,and
NNS,NN,attackers,attackers
IN,IN,within,within
DT,DT,the,the
NN,NN,security,security
NN,NN,assessment,assessment
NN,NN,model,model
VBG,VB,Understanding,understanding
DT,DT,these,these
NNS,NN,intricacies,intricacies
VBZ,VB,is,is
JJ,JJ,crucial,crucial
IN,IN,for,for
VBG,VB,comprehending,comprehending
DT,DT,the,the
JJ,JJ,robust,robust
NN,NN,security,security
NN,NN,framework,framework
IN,IN,of,of
NN,NN,blockchain,blockchain
NN,NN,technology,technology
IN,IN,In,in
DT,DT,the,the
NN,NN,realm,realm
IN,IN,of,of
NN,NN,blockchain,blockchain
NN,NN,technology,technology
DT,DT,an,an
NN,NN,attack,attack
VBZ,VB,pertains,pertains
TO,TO,to,to
DT,DT,any,any
NN,NN,action,action
VBN,VB,aimed,aimed
IN,IN,at,at
VBG,VB,undermining,undermining
DT,DT,the,the
NN,NN,integrity,integrity
CC,CC,or,or
NN,NN,safety,safety
IN,IN,of,of
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,network,network
NNP,NN,Diverse,diverse
NNS,NN,kinds,kinds
IN,IN,of,of
NNS,NN,attacks,attacks
VBP,VB,are,are
JJ,JJ,possible,possible
VBG,VB,including,including
CC,CC,but,but
RB,RB,not,not
VBD,VB,limited,limited
TO,TO,to,to
CD,CD,51,51
NN,NN,attack,attack
NNP,NN,Sybil,sybil
NN,NN,attack,attack
NNP,NN,DDoS,ddos
NN,NN,attack,attack
CC,CC,and,and
VB,VB,replay,replay
NN,NN,attack,attack
IN,IN,among,among
NNS,NN,others,others
JJ,JJ,Such,such
NNS,NN,attacks,attacks
MD,MD,may,may
VB,VB,be,be
VBN,VB,carried,carried
RP,RP,out,out
IN,IN,by,by
NNS,NN,cybercriminals,cybercriminals
CC,CC,or,or
JJ,JJ,malicious,malicious
NNS,NN,parties,parties
VBG,VB,seeking,seeking
TO,TO,to,to
VB,VB,take,take
NN,NN,advantage,advantage
IN,IN,of,of
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,network,network
NN,NN,s,s
NNS,NN,weaknesses,weaknesses
TO,TO,to,to
NN,NN,access,access
JJ,JJ,unauthorized,unauthorized
NN,NN,information,information
JJ,JJ,steal,steal
JJ,JJ,digital,digital
NNS,NN,assets,assets
CC,CC,or,or
NN,NN,cause,cause
NN,NN,network,network
NNS,NN,disruptions,disruptions
TO,TO,To,to
VB,VB,forestall,forestall
NNS,NN,attacks,attacks
IN,IN,on,on
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,network,network
DT,DT,a,a
NN,NN,range,range
IN,IN,of,of
NN,NN,security,security
NNS,NN,measures,measures
VBP,VB,are,are
VBN,VB,implemented,implemented
VBG,VB,including,including
NN,NN,consensus,consensus
NN,NN,mechanisms,mechanisms
JJ,JJ,cryptographic,cryptographic
NNS,NN,protocols,protocols
CC,CC,and,and
NN,NN,network,network
NN,NN,monitoring,monitoring
NNS,NN,tools,tools
PRP,PR,It,it
VBZ,VB,is,is
JJ,JJ,imperative,imperative
IN,IN,for,for
NN,NN,blockchain,blockchain
NNS,NN,developers,developers
CC,CC,and,and
NNS,NN,users,users
TO,TO,to,to
VB,VB,be,be
NN,NN,cognizant,cognizant
IN,IN,of,of
DT,DT,the,the
JJ,JJ,potential,potential
NN,NN,security,security
NNS,NN,risks,risks
CC,CC,and,and
VB,VB,take,take
JJ,JJ,necessary,necessary
NNS,NN,measures,measures
TO,TO,to,to
VB,VB,ensure,ensure
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,network,network
NN,NN,s,s
NN,NN,safety,safety
CC,CC,and,and
NN,NN,security,security
RB,RB,Here,here
PRP,PR,we,we
VBP,VB,are,are
VBG,VB,describing,describing
JJ,JJ,few,few
NNS,NN,attacks,attacks
IN,IN,as,as
VBN,VB,described,described
IN,IN,by,by
NNS,NN,researchers,researchers
VBZ,VB,follows,follows
CD,CD,One,one
IN,IN,of,of
DT,DT,the,the
RBS,RB,most,most
RB,RB,widely,widely
VBN,VB,recognized,recognized
NNS,NN,types,types
IN,IN,of,of
NN,NN,attack,attack
IN,IN,in,in
DT,DT,the,the
NN,NN,blockchain,blockchain
NN,NN,ecosystem,ecosystem
VBZ,VB,is,is
DT,DT,the,the
CD,CD,51,51
NN,NN,attack,attack
IN,IN,In,in
DT,DT,this,this
NN,NN,attack,attack
DT,DT,the,the
NN,NN,attacker,attacker
VBZ,VB,controls,controls
JJR,JJ,more,more
IN,IN,than,than
CD,CD,51,51
IN,IN,of,of
DT,DT,the,the
VBG,VB,computing,computing
NNS,NN,resources,resources
IN,IN,in,in
DT,DT,the,the
JJ,JJ,entire,entire
NN,NN,blockchain,blockchain
NN,NN,network,network
VBG,VB,enabling,enabling
PRP,PR,them,them
TO,TO,to,to
VB,VB,prevent,prevent
DT,DT,the,the
NN,NN,confirmation,confirmation
IN,IN,of,of
DT,DT,a,a
JJ,JJ,new,new
NN,NN,transaction,transaction
CC,CC,and,and
VB,VB,interrupt,interrupt
DT,DT,the,the
NN,NN,user,user
JJ,JJ,s,s
NN,NN,transaction,transaction
NN,NN,process,process
DT,DT,The,the
NN,NN,attacker,attacker
MD,MD,can,can
RB,RB,quickly,quickly
VB,VB,confirm,confirm
JJ,JJ,false,false
NN,NN,transaction,transaction
NN,NN,information,information
CC,CC,and,and
VB,VB,create,create
DT,DT,a,a
RBR,RB,longer,longer
NN,NN,blockchain,blockchain
IN,IN,with,with
DT,DT,that,that
NN,NN,information,information
VBG,VB,appearing,appearing
RBR,RB,more,more
RB,RB,frequently,frequently
DT,DT,The,the
JJR,JJ,greater,greater
DT,DT,the,the
NN,NN,number,number
IN,IN,of,of
VBG,VB,computing,computing
NNS,NN,resources,resources
IN,IN,under,under
DT,DT,the,the
NN,NN,attacker,attacker
NN,NN,s,s
NN,NN,control,control
DT,DT,the,the
JJR,JJ,easier,easier
PRP,PR,it,it
VBZ,VB,is,is
TO,TO,to,to
VB,VB,execute,execute
DT,DT,the,the
NN,NN,attack,attack
DT,DT,The,the
CD,CD,51,51
NN,NN,attack,attack
MD,MD,can,can
VB,VB,lead,lead
TO,TO,to,to
DT,DT,the,the
JJ,JJ,double,double
NN,NN,payment,payment
NN,NN,problem,problem
IN,IN,by,by
VBG,VB,altering,altering
RB,RB,previously,previously
VBN,VB,confirmed,confirmed
NN,NN,transaction,transaction
NN,NN,information,information
VBN,VB,presented,presented
DT,DT,the,the
NNP,NN,Bitcoin,bitcoin
NN,NN,principle,principle
CC,CC,and,and
VBD,VB,assessed,assessed
DT,DT,the,the
NN,NN,probability,probability
IN,IN,of,of
JJ,JJ,successful,successful
NNS,NN,attacks,attacks
IN,IN,under,under
JJ,JJ,various,various
NN,NN,attack,attack
NNS,NN,forces,forces
IN,IN,In,in
DT,DT,this,this
NN,NN,context,context
NN,NN,honest,honest
NNS,NN,chains,chains
VBP,VB,are,are
VBN,VB,compared,compared
TO,TO,to,to
VB,VB,attack,attack
NNS,NN,chains,chains
CC,CC,and,and
VBP,VB,are,are
JJ,JJ,akin,akin
TO,TO,to,to
VB,VB,random,random
NN,NN,walk,walk
NNS,NN,processes,processes
IN,IN,as,as
VBN,VB,described,described
IN,IN,by,by
DT,DT,a,a
JJ,JJ,binomial,binomial
NN,NN,distribution,distribution
DT,DT,The,the
NN,NN,probability,probability
IN,IN,that,that
DT,DT,an,an
NN,NN,honest,honest
NN,NN,chain,chain
MD,MD,can,can
VB,VB,be,be
VBN,VB,caught,caught
RP,RP,up,up
IN,IN,by,by
DT,DT,an,an
NN,NN,attacking,attacking
NN,NN,chain,chain
VBZ,VB,is,is
VBN,VB,shown,shown
IN,IN,in,in
CD,CD,2,2
NN,NN,q_z,qz
NNP,NN,\left\,left
VB,VB,\matrix,matrix
CD,CD,1,1
NN,NN,p,p
NNP,NN,\le,le
NN,NN,q,q
NNP,NN,\hfill,hfill
NNP,NN,\cr,cr
NN,NN,\left,left
NN,NN,q/p,qp
NNP,NN,\right,right
NN,NN,^z,z
JJ,JJ,p,p
NNP,NN,\gt,gt
NN,NN,q,q
NNP,NN,\hfill,hfill
NNP,NN,\cr,cr
JJ,JJ,\right.,right
RB,RB,qz=,qz
CD,CD,1,1
NN,NN,p≤q,pq
NN,NN,q/p,qp
NN,NN,z,z
NN,NN,p,p
NN,NN,q,q
WRB,WR,where,where
NN,NN,p,p
VBZ,VB,is,is
DT,DT,the,the
NN,NN,probability,probability
IN,IN,that,that
DT,DT,the,the
JJ,JJ,next,next
NN,NN,block,block
MD,MD,will,will
VB,VB,be,be
VBN,VB,found,found
IN,IN,by,by
DT,DT,an,an
NN,NN,honest,honest
NN,NN,miner,miner
NN,NN,q,q
VBZ,VB,is,is
DT,DT,the,the
NN,NN,probability,probability
IN,IN,that,that
DT,DT,the,the
JJ,JJ,next,next
NN,NN,block,block
MD,MD,will,will
VB,VB,be,be
VBN,VB,found,found
IN,IN,by,by
DT,DT,the,the
NN,NN,attacker,attacker
CC,CC,and,and
NN,NN,q,q
VBZ,VB,is,is
DT,DT,the,the
NN,NN,probability,probability
IN,IN,that,that
DT,DT,the,the
JJ,JJ,current,current
NN,NN,block,block
NN,NN,transaction,transaction
MD,MD,can,can
VB,VB,be,be
VBN,VB,changed,changed
